text,label
А у ширм какой будет внутри арт?,neutral
А универ позволяет четвёртый раз выбрать перекрёсток? И только когда на клетке с его символом построить дорогу?,neutral
А фигурки духов носят какое-то игровое применение или чисто по фану?,neutral
а фойловые наборы по асценшену?,neutral
А ходы по очереди делаются или можно одновременно ходить?,neutral
А хранение предзаказа до какого числа ? Получается в Москве уже можно забрать,neutral
А цель игры? Набрать очков очечков побольше?,neutral
А цену уже сообщали или я всё пропустил?,neutral
а циферки обязательно рисовать на карте?,neutral
А че тут и розыгрыши бывают?,neutral
А челлендж пока не планируется?,neutral
А что за музыка или жанр? Или это радио? Тоже такое хочу),neutral
А что за органайзер? Деревянный или от того же издателя?,neutral
А что за органайзеры? Чьего производства?,neutral
А что за партнеры?,neutral
"А что за правило про 3 минуты, если время выходит?",neutral
А что за скепсис? Это лучший филлер + на текущий момент на рынке! Гагу и автора поздравляю с выходом офигенской игры!,positive
А что за скепсис? Это лучший филлер 👍,positive
А что касаемо Зверь 2.0?,neutral
А что насчёт unmatched ведьмак?🧐,neutral
А что насчёт заезда с палатками?,neutral
"А что не так с планшетами и картами аванпост в базе, если их в апгрейд пак положили? Имеет смысл взять дешево базу и докупить апгрейд пак?",neutral
"А что нового в этом предзаказ по игровым коробкам, не понимаю 😂 ( есть оригинал коробка ещё первого предзаказа, во втором заказал апгрейд-пак и комплект коробок, тут что-то новое есть, а то в личном кабинете не разобрать что в предзаказе без картинок 😅",neutral
А что по Battlecon? Вроде тоже должен скоро быть 😢,neutral
"А что рассылаете ? Пришел трек, на почте никаких новостей",negative
А что с Алтеей?))),neutral
А что с алтея,neutral
А что с Куба либре и Наполеоникой ?,neutral
"А что с некодзимой и алтей, месяц ж закончиться через 3 дня",neutral
А что с Некодзимой и новым допом карточной ВК?,neutral
"А что с предзаказами, выдача которых оформлялась на закрывающиеся магазины?",negative
"А что с флоэ, почему никаких подвижек уже столько времени?",negative
А что сразу я,neutral
А что такое Книга Сценариев?,neutral
А что там ваша игра про поезд…,neutral
А что там с балансом монстров?,neutral
А эксклюзивы с кикстартера для Мордред будут?,neutral
"А это не случайно, что указателей 4, а мест пять?)",neutral
"А это нормально, что в обычной версии на 50 карт больше, чем указано в компонентах? 😁 И судя по описанию, это лишние повторяющиеся карты.",neutral
"А это нормально, что в обычной версии на 50 карт больше? 😁",neutral
"а я бы сказал ""оксюморон""",neutral
"А я думала, что это дизайн такой............ Без подписи даже не поняла, зачем две одинаковые фотки",neutral
а я не разрешаю) я жеский и болею за игру) как будем это решать?),neutral
а я не разрешаю) я жеский и болею за игру) как будем это решать?),neutral
А я так и не успел вписаться 😢,negative
"А, миниатюры без игры, понял….",neutral
ааа вот как щас с тупиком станция?,neutral
Автостопом по галактике,neutral
Адельгейд и Бетховен,neutral
"Азартная, конфликтная, весёлая и очень каламбурная игра.",positive
"Аккуратней с этой песней. Авторы очень любят предъявлять преьензии и блокировать контент, где используется эта песня.",neutral
"Акрил-то поприкольнее будет, чем миньки( Жалко, что не было варианта набора…",negative
Акриловые фигурки или всё-таки стенды ?,neutral
Але админ,neutral
Александр Кильганов уже октябрь,neutral
"Алтея, приятная новость.",positive
альтиплано лучше,neutral
"Аналог нечто, судя по описанию",neutral
Анафем,neutral
Ангелина лучшая!,positive
Анматч по хэлбою и по США будут?,neutral
"Антон, все круто)))",positive
"Антон, ты красавчик, спасибо большое что читаешь комментарии)",positive
Апгрейт Пак тоже будет?,neutral
"Арт потрясный , надо брать",positive
Арт-краеведение ?,neutral
Артем стал танком внезапно,neutral
Артемий краш,positive
"Артемий, соберись 😁",neutral
Артемию приз зрительских симпатий),positive
"Артефакт классная игрушка была, жаль закрыли.",positive
"Артефакт сильная игра была,но жадность валв её убила",neutral
арты конечно - улёт. очень интригует!,positive
Арты просто пушка 🤩,positive
"Ассеншен уже в продаже, а предзаказ так и не едет",negative
Ассеншн как поживает? В августе есть шанс поиграть?),neutral
Астра,neutral
атакует всех до кого достает,neutral
атата))),neutral
Ауф,neutral
"Ах, наш сына полетел... Как быстро растут дети...😢",positive
"Ахах, ну так самое оно, ради чего всё и затевалось🤣",positive
"Ахахах, вот что мне ИИ гугла выдал)",neutral
"Базовый Орлеан-первая осознанная евро. Достойная, хорошая",positive
"Базы же достаточно, нет?",neutral
банка-размножонка топ😂,positive
Батлкон чуть ждут те кто заказал кроме него Анматчэд или все?),neutral
Бегающий сейф - литрпг😁,neutral
Бегущий по лезвию,neutral
бедная пехота.,neutral
без дорожных сетей в бга в туалет не хожу😂😂😂,neutral
Без кризиса наверное скучно будет.. в чем прикол тогда,neutral
"Белый замок,дуэль?",neutral
"Бенкс ""Алгебраист"", Горькавый ""Астровитянка"", Вейер ""Проект Аве Мария""",neutral
Берем,positive
Беру всё,positive
Бессознательное в сердечке и она реально хардкор.,neutral
"Биг бокс бы привезли, было бы просто чудесно)",positive
Биг бокс нужеееен!!!!,positive
Билет дорого стоит.,negative
Благодарю 😇,positive
"Благодаря твоему видео Артем, заказал Кинфайр, целиком...)",positive
Блин ребята половину тиража только взяли. поднажмите умоляю!,negative
"Блин, вот на странице предзаказа не было отображено, что подставка стендика сделана в виде следа. Решил, что хочу красиво и заказал миниатюры, а щас смотрю на эти акриловые стенди и думаю, что надо было таки их брать🫠",neutral
"блин, думал первая волна зверя, хотя бы пораньше прибудет",negative
"Блин, и эту игру теперь хочу. Но уже вписалась в стоунсагу и жду флоэ.😂",neutral
"Блин, теперь захотелось взять Ascension, жаль вкатился в настолки поздно и промки уже не достать(",negative
"Блин, теперь захотелось взять Ascension, жаль промки уже не достать(",negative
"блин, я услышала об отправке Иисуса, упс",neutral
блин. как вы не любите экономить время других людей с началом стрима. что за непунктуальность?,negative
Блин... С учётом TMB от Лавки на этой неделе... Но очень хочется,neutral
Бой с боссом будет? Или только нужно избавиться от культистов?,neutral
Болеем всем селом за бомбу 🥳🥳🥳,neutral
"Больше собственных разработок! От разных студий, разных издательств, разных жанров! Стараюсь поддерживать отечественный игрострой, много годных проектов уже реализовано, а сколько впереди....",neutral
Бомба действительно топ!,positive
"Бомба нереально крутая, теперь все настолки новые невольно сравниваю с ней, и большинство это сравнение не выдерживают",positive
Бонус предзаказа: 3 всегда доступных игрока,neutral
Бонусами сколько процентов можно оплатить? 🤔,neutral
Боссу то урон забыли нанести,neutral
"Брал фулл фарш за 40т, появляются новые вещи — они не входят?",neutral
Брала настолку в роддом😂,neutral
"Брух, баттлкон теперь задерживается ещё и из-за своего более популярного аналога (аналога в плане сравнений людей).",neutral
"Будем учиться наслаждаться от процесса, а не от достижения целей 😋",neutral
Будет летс плей на Ascension?,neutral
будет ли биг бокс,neutral
Будет ли комбо лот со всеми дополнениями?,neutral
Будет ли он в вашем магазине с миньками?,neutral
Будет ли Подземелье Тебуру в локализации?,neutral
будет такая игра про котиков?,neutral
будет тирлист дополнений?,neutral
"будете буллить друг друга, мы будем ставить дизлайки😡",negative
Будете ли снимать в 4К?,neutral
"буду рада любой. Лучше базовую, для ознакомления с серией",neutral
Буду третим с 1 палаткой в очереди,neutral
Была старая версия с отвратительным картоном…,negative
Были обзоры уже?,neutral
было классно)) Благодарчик)),positive
"В августе должна поступить ""охота"". Дата известна?",neutral
"В бандл Игровой набор за 15К входит книга сценариев? В описании есть, а на картинке нет",neutral
"В декабре брал полный фарш. Что в этом предзаказе нового подскажите, а то глаза разбегаются 👀",neutral
"В детстве у меня была такая черная книжка Призраки ночи, одна из любимых. Не помню, как серия называлась, но там были и Феи и эльфы, и Колдуны, и много чего еще. Рисовка Зверя мне очень напоминает иллюстрации оттуда. Шикарные.",positive
В Забытых морях есть созвездия…,neutral
В записи только фио и почта? А как на конкретную игру записаться и в каком разделе?🤪,neutral
В игровой набор входит книга сценариев?,neutral
"В Ижевске теперь нету пунктов самовывоза? Раньше был «Хитрый ёж», но он закрылся 😢",negative
В какой момент урон на босса можно распределять?,neutral
В коопе игра ощущается проще или сложнее? Или нет разницы с соло партией?,neutral
"В Мальдонадо есть кооп без предателя, можно соло играть.",neutral
В Небуле нужно собирать созвездия…,neutral
в нижнюю зону планирования,neutral
"В очередной раз, ребята, вы лучшие. Но где вы там прячете нэкодзиму?",positive
"В первом туре Герман не использовал и 0,1% своей силы, верим",positive
В Питере так и не получил информации по отправке сдэком😅,negative
В Питерском Funmill еще есть коробки,neutral
"В плане комбух, напомнило Marvel Snap",neutral
"В правилах вроде ошибка, там золотая за 5 обменивается, а бронзовая за 9.",negative
В правилах указано… Разве не в правую?,negative
В протекторат не те ощущения)),neutral
в протекторах в коробку поместятся??,neutral
"В рассрочку нельзя оформить? Эх, как так?",negative
В рознице будут промо карты?,neutral
В СДЭК ещё не зарегистрированы заказы?,neutral
в синей и реки и озера хорошие),positive
В таких суровых условиях лучше подходит панама.,neutral
В Тюмени никак не дождёмся ещё. В сдэке тоже ничего не появилось. Ещё отправляете?,negative
В ходе второй записи ни один Олег не пострадал 🙏,positive
в чем разница бегущей стрелки красной сверху справа от чашечки сверху слева?,neutral
В чем смысл всех ширм? Чтобы было красиво ?,neutral
В это уже сыграли. Даёшь Инферно !,neutral
"В этом весь смысл! Ресурсы должны занимать место, их нельзя перекладывать заранее на карты",neutral
Вавилон 5,neutral
"Вавилон 5, старичок, но до сих пор один из любимых)",positive
"Важно уточнить, что относится скорее к настольщикам-гостям, а не настольщикам-принимающим (тащить гробы тяжко 😆 )",neutral
Ваметри вамерти тьфу ты как правильно то?)),neutral
"Вах! Какие цвета, какая съёмка 😍",positive
Ваш перевод куба либре выглядит просто потрясно,positive
"Ведьмак старый мир. Качество, комбо и атмосферность",positive
верните кубики крупно),neutral
"Верно помню, что все кубики можно совмещать?..🧐",neutral
"вернул обратно свой случайный вариант упаковки в органайзер. Может и ни так ровно, но! Не приходится каждый раз доставать всё гексы, что бы добраться на кругляшей сокровищ. :)",neutral
Верхний перекрёсток с жд 2 раза считается,neutral
"Взрослым будет интересно, если нет детей? 😁",neutral
"Взял. Жду. Всем советую взять, ждать 😏",positive
"Взяла фулфарш, так что хотелось бы бонусы на следующий предзаказ🤣🌚",positive
"Видел этот ролик ещё до предзаказа, мне понравилось, он продал мне игру 👍😊",positive
"Видела тут рекламу Большой бродилки по тв)) кажется, в рекламе какого-то маркетплейса)) молодцы Гага 👍",positive
Видимо в коллекции появится первый кооп) заинтересовала игра.,positive
Видоизмененный углерод.,neutral
визуально со стороны атмосферу кки турика игра конечно передает на 10/10,positive
Вирус из космоса - Гарри Гаррисона.,neutral
Владычица озера до эпиляции,neutral
"Вначале обрадовался стильной игре, потом увидел, что это очередное дополнение…",negative
Во Пскове не планируется новый партнёр? 🙃🤞,neutral
Возвращение легенды,neutral
Война миров,neutral
"Волк в цирке не выступает, но в магазине продаётся",neutral
"Вообще конечно красавцы правообладатели. Милостиво позволили ""унтерменшам"" поиграть в игру по немалой цене и даже не на своём языке при этом. Ну да не все коту масленница. На всяких наглецов есть другие ""хитрованы""",negative
Вопрос - а не подумываете издать пазлы другие от издателя свет в тумане? Там вроде еще есть много чего интересного,neutral
Вопрос - на сколько больше ковёр для Войны Кольца по сравнению со стандартным полем??,neutral
"Вопрос по Unmatched Redemption Row. Вы не знаете, что случилось с коробочкой? Она исчезла с полок всех магазинов и достать её даже через маркетплейс почти невозможно, в отличии от остальных из серии Marvel",negative
"Вопрос про плэйматы, правильно я понял, что если играть в двоем то надо 3 мата брать? Типа по одному для 2-х игроков и один для общей зоны?""",neutral
Вопрос про процент тиража и формулировку на 13 странице,neutral
"Вопрос, а для колодостроя были какие плюшки предзаказа",neutral
восстание одержимых некрокротов,neutral
"вот бы слушать Шурины фразочки и тут, и там",positive
"Вот бы упаковали Бигбокс с делюкс компонентами для Орлеана и привезли к нам (как они появятся за рубежом) - коробочки-то габаритные, а так всё в одном месте будет ☺",positive
"Вот бы упаковали Бигбокс с делюкс компонентами для Орлеана и привезли к нам (как они появятся за рубежом) - коробочки-то габаритные, а так всё в одном месте будет ☺",neutral
"Вот вроде предзаказа нет, а всё равно приходится 1,5 года ждать Minodice",negative
"Вот если бы Мордреда со стретчами... Без них там, такое впечатление, что от базы кусок остается небольшой...",negative
"Вот если бы Мордреда со стретчами... Без них там, такое впечатление, что от базы кусок остается небольшой...",neutral
вот об этом можно было бы написать в посте)),neutral
вот сейчас было очень громко ))),neutral
"Вот сижу и думаю нужен ли он мне или нет, а кнопки фф нету что бы точно определиться.",neutral
"Вот читаю про игру и одного не понимаю - а когда у неё конец? Ну то есть завершающая точка есть, где весь город построен, мы все состарились и умерли или нас захватили злые духи?",neutral
"Вот что-что, а оформление у игры офигенное. Жаль, что сама игра не понравилась по итогу. Сыграла один раз и поняла, что не моё)",negative
Вот это нежданчик))🔥🔥🔥,positive
"Вот это я жду, спасибо! Хорошо, что девушка выздоровела 👍❤️",positive
"Вот я уже больше полугода жду допы и апгрейд базы(надеюсь в октябре все приедет), а сколько ждать органайзеры?",neutral
"Воу не плохо так с октября на декабрь уехало, а там глядишь и на январь перетечет, ну ладно чего уж этож предзаказ 🤷🏽‍♂️",neutral
Время московское?,neutral
"Все думаю над клинками. Вписываться или нет?.. но если выиграю, получится, что автоматически впишусь😆",neutral
Всё ещё не Mythwind...,neutral
"Все ещё потешный, привет))",positive
Все коробочки),neutral
Все красивые картинки не скупишь!,positive
"Всё можно понять, но цены на дополнения слишком высокие, даже на предзаказе.. как так?🤷🏻‍♀️😢",negative
Все ок со звуком)),positive
"все пропустил, ребят как вам игра?стоит купить на предзаказе?",neutral
все супер,positive
"Всё таки это гвинт, чем хс или мтг. Тут морду некому бить))",neutral
все три раунда играть будут?,neutral
Все хороши),positive
Все хочу👍,positive
"Все это безусловно здорово, но Корпус Открытий как будто забыт уже...предзаказ точно будет в ближайшее время или лучше потратить деньги на предзаказы других издателей?",negative
"Все это конечно очень заманчиво, НО Только из-за того что нет рассрочки не вписываюсь в предзаказ",negative
"Всё, давай, выпускай всю силу, Герман! Купи золотое промо в начале!",neutral
Всем доброй ночи!,positive
Всем привет,neutral
"всем привет, Татарстан на связи",neutral
Всем привет! Когда следующий стрим по заявкам?,neutral
"Всем привет. У вас есть предпочтения по дополнениями, кому какие больше нравятся?",neutral
всем приветик. я за Шурочку!,positive
"Всем приветы, когда s.e.t.i. ?",neutral
Всем удачи!,positive
"Всякие дополнительные кубики не привезёте, которые были у них на предзаказе? Возможно в будущем?",neutral
"Вторая модель, Ф. Дик. Возможно не совсем науч фантастика, но есть роботы, планеты, люди, что еще нужно) Экранизация также шикарна)",positive
"Вторник, это уже август, а не конец июля. И это только начнем паковать... Спасибо.",neutral
второй ряд серые апгрейды в магазине. есть ли новые карты и какие там эффекты?,neutral
Вчера забрал у партнёров в Казани. Спасибо!,positive
"вы заставили меня залезть листать старый ККИ чат, и я пропустил, кто победил)",neutral
"Вы злодеи. Вы положительно злодеи, точно вам говорю 👏😂",neutral
вы играете персонажами из базы из дополнения?,neutral
Вы лучше бы сge сотрудничество возобновили а не хихи это,negative
"Вы получается в этом году все точки, кроме одной закрыли?",neutral
Вы поэтому оставили только один магазин? Чтобы кубики только в одном кидали и разорения было меньше? 😄,neutral
"выглядело кризисно, думала проиграете😅",neutral
выглядит интересно))),positive
"Выглядит как супер компактная и простая в освоении, но интересная в мастеринге. Если таковой она и окажется - то я бы с радостью взял её :)",positive
Выиграть бы),neutral
Вычисляем оборотней...,neutral
Вьетнамские флешбеки из Монополии - увидел банкноты.,neutral
"Гага, а можете посмотреть на ""The Voynich Puzzle""? Тема топ, игру хочется, но не везти её из-за бугра.",neutral
"Гага, вы большие молодцы, что поддерживаете местных авторов 👍",positive
"Гага, по ходу, вообще не следит, кого постит 🤦‍♂",negative
Гаге подкидывают идей на следующий челлендж),neutral
Где seti и ascension?😄 уже конееееееец июля,neutral
ГДЕ ВИТЯ ЗАЙЧЕНКО,neutral
Где второй плеймат для расколотых островов?,neutral
где КАПИБАРСИК?,neutral
Где можно в большом разрешении скачать эти картинки?,neutral
Где найти такие как у Саши стаканчики под жетоны?,neutral
Где посмотреть полный перечень партнеров?,neutral
Где создатель игры?,neutral
Где счастливый билет Рим и Париж?,neutral
Где-то была инфа по ценам?,neutral
"Геймдизайнеры классные, конечно, получились! 🤣 Почти все механики представлены! Однако всё же требуется ""пояснительная бригада"".",positive
Герман же ходит,neutral
Герман красавчик!,positive
Герман крутой,positive
Герман мухлюет)) проверьте туз в рукаве),neutral
"Герман, вперед 😎",positive
"Герман, поздравляю))",positive
"Герман, тащи💪",positive
"Герман, ты тоже молодец!",positive
"Герой Германа точно так действует? Довольно сильно, если том карта 8+ цены",neutral
Гиперссылки не хватает про плеймат,neutral
глубоко-синий,neutral
Глубоко-синюю☺ Хочется начать с более простого,neutral
"Говорю же, тут некому бить лицо. В Югио и МТГ надо бить, а тут очки собирать",neutral
Говорят к сетям есть и может быть будет у нас доп.. Это так?,neutral
говорят у татар нет слова назад. только вперёд-алга.,neutral
Голосую за Артёма!,positive
"Голубь, которого бабушка подсадила на пирожки 😁",neutral
"Господи спасибо 🙏 и гагагеймс вам тоже. Я спрашивал у гаги: будут ли ширмы с кика. Говорили нкт- и вот они появились, одна из любимых игр, еще органайзер возьму, пожалел денег в первой волне- сейчас не буду. Хотел у друзей из за бугра взять полный фарш, но я сам языкозависимый. Спасибо еще раз гаге- за локализацию 🙇‍♂️🙇‍♂️🙇‍♂️, чтандики более дешевый вариант минек, но более дорогой картона. Если есть миньки- нафиг стенды)",positive
"громкость норм, смотрите настройки устройства",neutral
"Гуляковский ""Сезон туманов""",neutral
Густав,neutral
Да было,neutral
"Да вы гоните - ""Lone wolves"" - ""Стая"" 😆",neutral
"Да дорого блин за карточную игру, так-то хотелось бы(",negative
"Да ещё и с """"Клинком"""" ситуация непонятная.""",negative
"Да и хрен с ней, с сетью, куплю китайскую на озоне",neutral
"Да игра классная, мы ввели хоумрулл, вначале или в конце хода игрок может за 1 победное очко кинуть 3 кубика и изгоняются из колоды по номерации, например 1,4,6 если 1.4.4 выпало то две карты,первая и четвертая, таким образом меняется рынок чаще",positive
"Да как закажешь, если вы в Новосибирск не возите нихрена",negative
Да когда уже mythwind..,neutral
"Да круто круто, жаль Питер)",neutral
Да любая подойдёт)),neutral
"Да мы уже ваш обзор посмотрели, не томите, давайте цены. Прогрели.",positive
Да ну вас вообще… Душу травите 😞😞😞😞😭😭,negative
"да они уже пару раз пропустили передвижение маркера раунда. я ставил на победу босса, так что пофиг. интересно играют, геймплей шикарный!!!!!",positive
Да тот же вопрос,neutral
"Да уж, рисовалки по 17 тыс.! М-да.",negative
да уж... дизайн из 2000-х..🤮,negative
"да, альтиплано было бы неплохо вновь увидеть на полках",neutral
"Да, вот и опять уехал Апокалипсис с лета куда-то далеко, чувствую в этом году не дождусь я его 😭",negative
"Да, звук отстаёт на секундочку",neutral
"Да, кстати, Unstoppable ещё очень ждём)",positive
"Да, нельзя изгнать, но Маше всего хватало, просто порядок действий надо было другой сделать. Глобально не важно. Пусть будет изгнан",neutral
"да, рассинхрон звука и видео",negative
"Да, с правилами окей, поздно читал, текст слипся в одно...",neutral
"Да, цены тут самый пикантный и насущный вопрос😉",neutral
"Да, это Экзорцизм, не успель :с",negative
"Давайте комбо лот на плейматы, 3 штуки с скидкой😂",positive
Давайте после завтра 😂 зп 15 🫡,neutral
"давайте сценарий, где бегать нужно по карте за целями",neutral
Давайте уже все допы.,neutral
Давненько писал про эту прекрасную игру 😌 ...,positive
Давно пора уже кидать деньги в монитор! 💰,positive
Даёшь ПЕРЕИЗДАНИЕ!!!,neutral
Дайте сначала восстановиться после предзаказа...,neutral
Далеко до (предзаказа) максимального апокалипсиса? :),neutral
Дарю шутку про обратный экзорцизм для BlackGaga,neutral
"Делюкса не ждать? Если нет, то почему? Хотелось бы Ультимэйт со всеми дополнениями в одной коробке и с более крутыми компонентами",neutral
Деревянное поле не дали в кампанию?,neutral
"Деревянные блоки у наполеоники где планируете изготовить, сами или как мировой тираж?",neutral
Держим кулачки вместе с вами,positive
Диксит? Всегда смотри в сторону Диксита...,neutral
диссонанс,neutral
Длинна волны),neutral
Для библиотеки игр школы должны будут приобретать игры?,neutral
Для Липецка когда?,neutral
До каких чисел акция?),neutral
До какого числа предзаказ?,neutral
Добавьте иной способ доставки. СДЭК дерет уж слишком много денег.,negative
"Доброго времени суток, подскажите пожалуйста когда выложите пост по статусам проектов?)",neutral
Доброго дня. Подскажите можно ли оформить предзаказ из Беларуси.,neutral
"Добрый вече, а почему именно ""Непобедимые""?",neutral
Добрый вечер 🙂Девочку плоховато слышно,neutral
"Добрый вечер, а планируется биг бокс? Или как он называется: белая коробка с золотым тиснением",neutral
"Добрый вечер, исправленные карты для войны кольца настольной игры все ещё не привезли?",neutral
"Добрый вечер, правильно ли я понимаю, что игра похожа на осколки бесконечности?",neutral
"Добрый вечер,будут ли ещё коробочки из серии однажды ночь"" оборотни""?",neutral
"добрый вечер. будет турнир по Ascension в Питере, до мск не хочется ехать) ?",neutral
"Добрый день, а допка Тори к Нэкодзиме будет в рознице?",neutral
"Добрый день, а можно будет прийти не к началу?",neutral
"Добрый день, Онирим ждём?",neutral
"Добрый день, подскажите будет ли допка врата Тори к Нэкодзиме в рознице?",neutral
"Добрый день, подскажите, а артбуков уже тоже нет для предзаказа?👀",neutral
"Добрый день, что-то из крыльев планируется?",neutral
Добрый день! А unmatched:Witcher когда примерно ждать?,neutral
"Добрый день! Значит, в этот раз в Gaga-лете будет 6 мероприятий? А почему же Gaga-кэмп, который решено проводить, не войдёт в их число? В прошлом году кэмп тоже был в середине сентября, но за него давали значок. 😉",neutral
"Добрый день! Предзаказ Ascension по Санкт-Петербургу будет отправлен до выходных? Планировали на выходных ознакомиться с настолкой, но информации по отправке так и нет.",neutral
Добрый день! Сети на английском ?,neutral
"Добрый день. А не подскажете, владыки Средиземья для войны кольца будут доиздаваться?",neutral
Добрый день. Есть подвижки по черепашкам unmatched?,neutral
Добрый день. Когда стартует предзаказ?,neutral
"Добрый день. Подскажите, а плейматы будут продаваться отдельно?",neutral
Добрый день. у меня вопрос по органайзерам: влезают ли в них миниатюры?,neutral
Добрый день) А где-нибудь есть обзор/сравнение коробок? Зачем они разные?,neutral
Добрый день) А что с Ascension?) говорили про конец августа) И вот 30е августа…),negative
добрыйдень. увидел объявление ток сегодня. есть еще билеты? какой адрес проведения мероприятия?,neutral
Договоритесь в Калининграде с паринёрским пвз уже 🥲...,negative
Доколе!!!??? Будут выпускать Асеншон без допов!!! …,negative
Долго собирается игра после партии (вытащить все карты и рассортировать)?,neutral
Доп закончился =(,negative
Доп к Войне кольца🔥 все подписчики гага-вк на низком старте!,positive
доп на 5 фракцию к осколкам бесконечности планируете?,neutral
Доп с предателем в соло не поиграть?,neutral
"Допов тоже немного осталось, да!",neutral
Дополнения больше не будет?,neutral
Дополнения увеличивают количество игроков?,neutral
Допы в базовую коробку не помесятся?,neutral
"Допы почти все разобрали, гага, мы вам намекаем, что нам нравятся допы к миллениуму и нужно ещё :)",positive
"Дорогая Гага, скажи, пожалуйста, успеешь ли ты отправить Найти и уничтожить в августе?😄",neutral
"Дороги да, это нам актуально...",neutral
Дорого однако выходит),negative
"дороже, чем думал, но, кроме unmatched том3, пока единственное заинтересовавшее из анонсов",neutral
"Дорожные пути, дорожные сети это разные игры? Я запутался.",neutral
Дорожные работы,neutral
Дорожные работы это Дорфромантик на максималках?,neutral
дорожные сети и дорожные работы уже есть на маркет-плейсах?,neutral
Дорожные сети когда примерно?,neutral
"Доставка действительно очень дорогая стала, до Подмосковья 700 рублей из Питера сдэком …",negative
"Доставка игр, даже не больших по размерам, становится одним из главных факторов отказа от предзаказа, платить за доставку до трети стоимости игры, как то неразумно...",negative
Доставка этих заказов как-то связана с прошлой волной? Можно объединить заказы?,neutral
Дочка обожает этих зверьков ☺,positive
"Друзья, кто знает, органайзер сильно нужен? …",neutral
"Друзья, кто знает, органайзер сильно нужен? В игре встроенного нет и всё будет болтаться? Возможно без него прожить или мипл хаусом заменить, например?",neutral
"Думаю, имело смысл второй раз показать рекомендуемых персонажей к данному сценарию. …",neutral
Дьявол кроется в мелочах),neutral
Дюна,neutral
"Дюна и книга, и кино, и настолки)",neutral
"Дюна и книга, и кино, и настолки)",neutral
Ееее,positive
Еееее,positive
Ён-джа Ким и Сора (Данте),neutral
"Если 1 игрок умирает, то игра закончилась?",neutral
Если брать карты только на урон. то враги будут просто толще. и убивать будут игрока быстрее?,neutral
если в последнем раунде - я рисую через третий универ - я могу построить два перекрестка? или все равно только один?,neutral
